epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,126.651,1.09011,1.28319,1.21484,0.45511,0.40671,0.4382,0.26706,1.38431,1.76347,1.37227,0.00128046,0.00128046,0.00128046
23,132.323,1.08224,1.32315,1.18697,0.55308,0.36841,0.46826,0.29605,1.24695,1.91447,1.32957,0.00127338,0.00127338,0.00127338
24,138.008,1.12379,1.27007,1.22356,0.57968,0.46025,0.49205,0.34141,1.15594,1.42046,1.29502,0.00126631,0.00126631,0.00126631
25,143.71,1.08036,1.23441,1.1802,0.42387,0.51779,0.46437,0.31456,1.25569,1.74106,1.40058,0.00125923,0.00125923,0.00125923
26,149.531,1.08869,1.23364,1.17878,0.53728,0.41906,0.50078,0.32247,1.23621,1.45001,1.28079,0.00125216,0.00125216,0.00125216
27,155.279,1.02491,1.18772,1.16235,0.46674,0.55846,0.537,0.34516,1.2604,1.48769,1.34494,0.00124509,0.00124509,0.00124509
28,160.982,1.02891,1.17148,1.17793,0.48703,0.52377,0.51239,0.32894,1.29073,2.21025,1.36276,0.00123801,0.00123801,0.00123801
29,166.675,1.02888,1.16958,1.17294,0.50073,0.58895,0.58317,0.3905,1.19382,1.4299,1.27329,0.00123094,0.00123094,0.00123094
30,172.414,1.01118,1.14696,1.16824,0.52049,0.53723,0.50706,0.34905,1.21481,1.4319,1.32033,0.00122387,0.00122387,0.00122387
31,178.488,1.02487,1.13148,1.16005,0.45073,0.53614,0.48399,0.33328,1.26457,1.52521,1.35493,0.00121679,0.00121679,0.00121679
32,184.294,1.02617,1.12761,1.16506,0.55295,0.54547,0.5761,0.37848,1.23695,1.45521,1.36582,0.00120972,0.00120972,0.00120972
33,190.125,1.00755,1.13676,1.16155,0.74296,0.53315,0.60585,0.41879,1.14622,1.44023,1.19319,0.00120265,0.00120265,0.00120265
34,195.94,1.00556,1.08776,1.15274,0.53935,0.44818,0.51183,0.34352,1.24093,1.40919,1.26875,0.00119557,0.00119557,0.00119557
35,202.103,0.96686,1.03611,1.12645,0.562,0.53029,0.54329,0.36598,1.17243,1.40541,1.25919,0.0011885,0.0011885,0.0011885
36,207.874,1.00849,1.1176,1.17918,0.56781,0.4943,0.54959,0.38052,1.13221,1.32557,1.24871,0.00118143,0.00118143,0.00118143
37,213.565,0.99426,1.08734,1.14698,0.48555,0.45676,0.46518,0.30851,1.18628,1.60492,1.27289,0.00117435,0.00117435,0.00117435
38,219.308,1.03833,1.11785,1.174,0.42761,0.45349,0.47332,0.31332,1.23278,1.52196,1.32934,0.00116728,0.00116728,0.00116728
39,225.067,0.9939,1.08213,1.14065,0.48626,0.49516,0.54724,0.36687,1.19589,1.57492,1.32634,0.00116021,0.00116021,0.00116021
40,230.852,0.99968,1.08998,1.1412,0.59015,0.48737,0.50623,0.33276,1.29048,1.44399,1.32131,0.00115313,0.00115313,0.00115313
41,236.581,1.00783,1.01654,1.11686,0.45338,0.52122,0.51541,0.3667,1.13797,1.40117,1.24607,0.00114606,0.00114606,0.00114606
42,242.365,0.98355,1.0323,1.14051,0.54537,0.48146,0.50304,0.36445,1.14479,1.46003,1.24211,0.00113898,0.00113898,0.00113898
43,248.124,0.96955,1.00596,1.12026,0.70107,0.5221,0.6277,0.42525,1.22091,1.44406,1.34529,0.00113191,0.00113191,0.00113191
44,253.919,0.96199,0.99049,1.11009,0.48272,0.56243,0.55163,0.37195,1.28257,1.45948,1.42375,0.00112484,0.00112484,0.00112484
45,259.655,0.97073,0.99825,1.12826,0.63633,0.5344,0.57898,0.399,1.20356,1.30648,1.25465,0.00111776,0.00111776,0.00111776
46,265.429,0.94866,0.97597,1.11536,0.35981,0.58199,0.50679,0.34087,1.20559,1.40773,1.28752,0.00111069,0.00111069,0.00111069
47,271.209,0.95852,0.94056,1.11598,0.68866,0.60148,0.66377,0.45666,1.13288,1.2734,1.22485,0.00110362,0.00110362,0.00110362
48,277.017,0.91769,0.93836,1.08973,0.50275,0.60035,0.57128,0.38873,1.21872,1.45171,1.30411,0.00109654,0.00109654,0.00109654
49,282.755,0.99339,0.96928,1.12545,0.6598,0.50962,0.55284,0.3808,1.14632,1.39657,1.22596,0.00108947,0.00108947,0.00108947
50,288.639,0.94509,0.94302,1.1167,0.66453,0.49646,0.57491,0.39929,1.20193,1.47128,1.34857,0.0010824,0.0010824,0.0010824
51,294.708,0.93525,0.92561,1.106,0.59186,0.58012,0.57603,0.40665,1.10813,1.34554,1.26109,0.00107532,0.00107532,0.00107532
52,300.703,0.88361,0.88875,1.08175,0.59913,0.58151,0.58457,0.40913,1.10434,1.2558,1.22322,0.00106825,0.00106825,0.00106825
53,306.719,0.9017,0.91768,1.10024,0.50256,0.57118,0.54479,0.37889,1.15361,1.30629,1.30458,0.00106118,0.00106118,0.00106118
54,312.781,0.92497,0.88837,1.10087,0.53485,0.62307,0.56253,0.3982,1.07969,1.27856,1.2455,0.0010541,0.0010541,0.0010541
55,318.832,0.91555,0.91155,1.11797,0.6578,0.52003,0.58106,0.40692,1.09499,1.22935,1.22658,0.00104703,0.00104703,0.00104703
56,324.803,0.88367,0.87599,1.09699,0.50099,0.63099,0.57631,0.39766,1.06086,1.39036,1.18847,0.00103995,0.00103995,0.00103995
57,330.84,0.87926,0.88507,1.08552,0.49374,0.6102,0.57282,0.39789,1.14274,1.30559,1.2968,0.00103288,0.00103288,0.00103288
58,336.84,0.91322,0.8517,1.09038,0.61306,0.47535,0.5591,0.38242,1.16038,1.33811,1.31771,0.00102581,0.00102581,0.00102581
59,342.869,0.90814,0.87174,1.11322,0.5599,0.62635,0.64097,0.43414,1.10782,1.27771,1.26627,0.00101873,0.00101873,0.00101873
60,348.867,0.90928,0.86448,1.09943,0.72153,0.50841,0.61135,0.40537,1.09475,1.30132,1.22113,0.00101166,0.00101166,0.00101166
61,355.005,0.88232,0.85387,1.0923,0.59721,0.53845,0.62334,0.43384,1.14642,1.29769,1.28319,0.00100459,0.00100459,0.00100459
62,361.023,0.88961,0.82039,1.07985,0.66981,0.50367,0.59526,0.40488,1.16457,1.35243,1.28005,0.000997513,0.000997513,0.000997513
63,367.248,0.87152,0.82601,1.06672,0.5373,0.61091,0.56446,0.3857,1.13793,1.33971,1.26494,0.00099044,0.00099044,0.00099044
64,373.231,0.86614,0.78655,1.06022,0.60239,0.41835,0.48257,0.33997,1.13763,1.51397,1.2778,0.000983366,0.000983366,0.000983366
65,379.069,0.85132,0.82323,1.05438,0.4873,0.58627,0.54273,0.3828,1.10421,1.31703,1.24812,0.000976293,0.000976293,0.000976293
66,384.885,0.83792,0.80475,1.06293,0.69961,0.5256,0.55132,0.36469,1.20444,1.37892,1.33955,0.000969219,0.000969219,0.000969219
67,390.703,0.87605,0.80866,1.08414,0.48847,0.59061,0.56077,0.38472,1.13654,1.54006,1.25877,0.000962146,0.000962146,0.000962146
68,396.477,0.84252,0.79924,1.05327,0.69814,0.58386,0.62468,0.41364,1.17021,1.37968,1.30624,0.000955072,0.000955072,0.000955072
69,402.375,0.86849,0.78743,1.06239,0.68164,0.52716,0.61792,0.41838,1.10513,1.46346,1.25293,0.000947999,0.000947999,0.000947999
70,408.151,0.85574,0.78381,1.06105,0.64546,0.50755,0.5673,0.39061,1.10962,1.41697,1.26953,0.000940925,0.000940925,0.000940925
71,414.025,0.82734,0.76918,1.05382,0.62331,0.6156,0.62226,0.4157,1.12517,1.2128,1.2176,0.000933851,0.000933851,0.000933851
72,419.954,0.84158,0.79251,1.04954,0.72393,0.51006,0.62718,0.42151,1.17862,1.26835,1.31266,0.000926778,0.000926778,0.000926778
73,425.849,0.83958,0.79141,1.06118,0.57835,0.46077,0.50538,0.35004,1.16146,1.45791,1.31713,0.000919704,0.000919704,0.000919704
74,431.839,0.82952,0.74905,1.03114,0.54047,0.59593,0.52867,0.36719,1.23483,1.43557,1.37831,0.000912631,0.000912631,0.000912631
75,437.894,0.83989,0.74428,1.05896,0.74171,0.51123,0.61842,0.43608,1.09423,1.28574,1.2306,0.000905557,0.000905557,0.000905557
76,443.822,0.85242,0.75484,1.05313,0.60569,0.54423,0.59085,0.40269,1.15891,1.33716,1.25174,0.000898484,0.000898484,0.000898484
77,449.612,0.834,0.74651,1.04836,0.55094,0.50635,0.52787,0.35117,1.19609,1.46846,1.27288,0.00089141,0.00089141,0.00089141
78,455.44,0.79017,0.70467,1.04356,0.67093,0.52157,0.5772,0.39984,1.09307,1.31627,1.21161,0.000884337,0.000884337,0.000884337
79,461.325,0.80628,0.73312,1.04122,0.65451,0.55564,0.61763,0.4206,1.11422,1.27974,1.24331,0.000877263,0.000877263,0.000877263
80,467.214,0.82337,0.71544,1.04914,0.65081,0.5567,0.60371,0.41571,1.09093,1.3681,1.23349,0.00087019,0.00087019,0.00087019
81,473.033,0.79282,0.6758,1.02735,0.5669,0.57412,0.56333,0.38658,1.18508,1.39283,1.34104,0.000863116,0.000863116,0.000863116
82,478.917,0.80867,0.73339,1.02929,0.71169,0.57683,0.65442,0.46497,1.1369,1.25667,1.2543,0.000856042,0.000856042,0.000856042
83,484.788,0.76098,0.68713,1.01997,0.58841,0.61546,0.60527,0.42794,1.13313,1.4082,1.22601,0.000848969,0.000848969,0.000848969
84,490.622,0.76115,0.69201,1.02517,0.54184,0.68015,0.60571,0.43077,1.10865,1.44224,1.22094,0.000841895,0.000841895,0.000841895
85,496.464,0.75996,0.69774,1.02849,0.62537,0.60405,0.6228,0.43976,1.15494,1.4192,1.29235,0.000834822,0.000834822,0.000834822
86,502.317,0.78933,0.68312,1.02536,0.52218,0.58674,0.56747,0.40907,1.09486,1.30955,1.23797,0.000827748,0.000827748,0.000827748
87,508.169,0.75806,0.6804,1.01748,0.67655,0.58668,0.6395,0.4673,1.07013,1.24558,1.18234,0.000820675,0.000820675,0.000820675
88,513.967,0.76925,0.6917,1.02076,0.66258,0.56604,0.6113,0.43184,1.07652,1.26631,1.20998,0.000813601,0.000813601,0.000813601
89,519.821,0.77087,0.69671,1.01758,0.58035,0.60841,0.58901,0.41838,1.11023,1.40696,1.25042,0.000806528,0.000806528,0.000806528
90,525.702,0.76932,0.68397,1.02167,0.58206,0.61357,0.59713,0.42324,1.11031,1.28034,1.23596,0.000799454,0.000799454,0.000799454
91,531.608,0.75271,0.68863,1.0172,0.65782,0.52758,0.57681,0.41077,1.11629,1.24549,1.23682,0.00079238,0.00079238,0.00079238
92,537.614,0.74813,0.64772,1.01885,0.61629,0.57485,0.60135,0.41784,1.16684,1.28359,1.25412,0.000785307,0.000785307,0.000785307
93,543.515,0.75416,0.66453,1.02057,0.6165,0.62075,0.61571,0.44812,1.02877,1.17448,1.18666,0.000778233,0.000778233,0.000778233
94,549.427,0.73373,0.64497,1.02423,0.55619,0.62708,0.55756,0.41126,1.07453,1.30937,1.21301,0.00077116,0.00077116,0.00077116
95,555.294,0.7365,0.64489,1.00773,0.60566,0.56669,0.557,0.39533,1.16098,1.30819,1.29374,0.000764086,0.000764086,0.000764086
96,561.214,0.73968,0.64967,1.0053,0.58922,0.62566,0.61577,0.44476,1.13316,1.2514,1.28926,0.000757013,0.000757013,0.000757013
97,567.058,0.76199,0.64192,1.00748,0.63078,0.61507,0.6202,0.45308,1.06597,1.13868,1.23131,0.000749939,0.000749939,0.000749939
98,572.932,0.74506,0.62171,1.01732,0.73599,0.5188,0.6028,0.42923,1.1318,1.3153,1.30148,0.000742866,0.000742866,0.000742866
99,578.751,0.72363,0.61653,0.99955,0.67677,0.49235,0.58734,0.42656,1.09372,1.32645,1.253,0.000735792,0.000735792,0.000735792
100,584.662,0.73336,0.6273,1.00031,0.67657,0.53388,0.5987,0.43106,1.0587,1.24587,1.21567,0.000728719,0.000728719,0.000728719
101,590.597,0.7313,0.6122,0.9918,0.69799,0.51265,0.58327,0.41007,1.14167,1.32678,1.25076,0.000721645,0.000721645,0.000721645
102,596.482,0.74766,0.62878,1.0077,0.56982,0.59107,0.57366,0.39863,1.12148,1.26241,1.26264,0.000714571,0.000714571,0.000714571
103,602.371,0.73847,0.61417,1.00048,0.569,0.62724,0.57193,0.40214,1.0995,1.41735,1.2285,0.000707498,0.000707498,0.000707498
104,608.271,0.72379,0.61761,1.00788,0.68943,0.49599,0.56102,0.40962,1.0674,1.36291,1.20436,0.000700424,0.000700424,0.000700424
105,614.524,0.72344,0.61869,0.98945,0.59135,0.58072,0.59046,0.43204,1.05037,1.24107,1.19991,0.000693351,0.000693351,0.000693351
106,620.713,0.70055,0.59101,0.98641,0.62865,0.5636,0.5839,0.42634,1.10981,1.28312,1.22874,0.000686277,0.000686277,0.000686277
107,626.864,0.70968,0.60464,0.99977,0.64569,0.5218,0.60618,0.43488,1.15107,1.26831,1.27221,0.000679204,0.000679204,0.000679204
108,632.937,0.71176,0.59105,0.99749,0.66656,0.51036,0.55605,0.4125,1.09701,1.24338,1.23982,0.00067213,0.00067213,0.00067213
109,639.025,0.70452,0.62238,0.99426,0.59465,0.51898,0.57665,0.41648,1.1731,1.25417,1.26082,0.000665057,0.000665057,0.000665057
110,645.145,0.71712,0.60322,0.98948,0.55198,0.61676,0.57836,0.42245,1.07757,1.29732,1.1945,0.000657983,0.000657983,0.000657983
111,651.244,0.70478,0.58731,0.99396,0.58862,0.68213,0.63017,0.45598,1.03832,1.15809,1.17961,0.000650909,0.000650909,0.000650909
112,657.434,0.67812,0.59094,0.98028,0.61121,0.60637,0.61271,0.44306,1.01701,1.19684,1.19,0.000643836,0.000643836,0.000643836
113,663.612,0.6696,0.56039,0.96173,0.60327,0.6087,0.6043,0.44222,1.04358,1.26406,1.23937,0.000636762,0.000636762,0.000636762
114,669.873,0.68222,0.56564,0.98788,0.61452,0.60683,0.60982,0.44637,1.10214,1.2908,1.26723,0.000629689,0.000629689,0.000629689
115,676.271,0.66978,0.56869,0.98338,0.63197,0.58053,0.5933,0.43895,1.07521,1.24291,1.2301,0.000622615,0.000622615,0.000622615
116,682.462,0.68548,0.56377,0.98449,0.58697,0.57196,0.59021,0.43827,1.01562,1.27666,1.16776,0.000615542,0.000615542,0.000615542
117,688.555,0.64336,0.54706,0.9803,0.58065,0.59564,0.57391,0.43155,1.03134,1.24167,1.16065,0.000608468,0.000608468,0.000608468
118,694.602,0.66442,0.56797,0.97406,0.66146,0.53312,0.58749,0.43173,1.08023,1.46327,1.23227,0.000601395,0.000601395,0.000601395
119,700.675,0.68709,0.56314,0.97336,0.59263,0.68259,0.6206,0.45777,1.043,1.15299,1.1993,0.000594321,0.000594321,0.000594321
120,707.011,0.67853,0.54892,0.98511,0.54342,0.57366,0.58001,0.42346,1.09229,1.30845,1.24889,0.000587248,0.000587248,0.000587248
121,713.218,0.68323,0.58288,0.98781,0.63021,0.56266,0.58166,0.42935,1.09518,1.2449,1.24389,0.000580174,0.000580174,0.000580174
122,719.235,0.66804,0.55047,0.97194,0.73232,0.52359,0.58839,0.443,1.08613,1.16462,1.23971,0.0005731,0.0005731,0.0005731
123,725.378,0.66069,0.55562,0.97752,0.59449,0.56026,0.56578,0.41642,1.15014,1.27989,1.30132,0.000566027,0.000566027,0.000566027
124,731.52,0.66531,0.54532,0.97399,0.65414,0.53745,0.56427,0.41401,1.0758,1.26018,1.24278,0.000558953,0.000558953,0.000558953
125,737.552,0.65447,0.54234,0.96803,0.80729,0.48722,0.60034,0.42551,1.12332,1.32076,1.25788,0.00055188,0.00055188,0.00055188
126,743.775,0.66144,0.54303,0.98081,0.74662,0.56868,0.64037,0.47492,1.04395,1.27282,1.17781,0.000544806,0.000544806,0.000544806
127,749.933,0.68179,0.55257,0.99072,0.68165,0.53651,0.59101,0.44959,1.03049,1.42216,1.18384,0.000537733,0.000537733,0.000537733
128,755.932,0.64782,0.53556,0.96193,0.69882,0.61561,0.6446,0.47808,1.05341,1.20575,1.20103,0.000530659,0.000530659,0.000530659
129,762.108,0.64698,0.5415,0.9629,0.65192,0.57611,0.6308,0.46929,1.02057,1.25017,1.16391,0.000523586,0.000523586,0.000523586
130,768.213,0.64016,0.52604,0.95687,0.61453,0.57701,0.59631,0.43581,1.02356,1.33413,1.16885,0.000516512,0.000516512,0.000516512
131,774.337,0.66978,0.53762,0.97281,0.73123,0.55643,0.61298,0.452,1.05154,1.30714,1.1952,0.000509438,0.000509438,0.000509438
132,780.469,0.63165,0.50781,0.95152,0.61378,0.5959,0.60767,0.44784,1.02746,1.34365,1.19729,0.000502365,0.000502365,0.000502365
133,786.484,0.64599,0.5258,0.96696,0.61537,0.62616,0.60063,0.44091,1.04853,1.32578,1.23141,0.000495291,0.000495291,0.000495291
134,792.554,0.65552,0.53049,0.96544,0.62396,0.57937,0.59723,0.44561,1.01426,1.31544,1.19317,0.000488218,0.000488218,0.000488218
135,798.622,0.63468,0.52254,0.96867,0.63234,0.55421,0.58169,0.43618,1.01842,1.24343,1.19324,0.000481144,0.000481144,0.000481144
136,804.698,0.63345,0.51301,0.96225,0.63102,0.58853,0.61714,0.45662,1.04527,1.20651,1.22354,0.000474071,0.000474071,0.000474071
137,810.811,0.62403,0.50523,0.95303,0.6027,0.58394,0.6095,0.44977,1.02853,1.26364,1.19512,0.000466997,0.000466997,0.000466997
138,816.961,0.62525,0.493,0.95182,0.64804,0.56339,0.62642,0.45956,1.03393,1.20821,1.18018,0.000459924,0.000459924,0.000459924
139,823.12,0.62874,0.51985,0.95101,0.64316,0.60137,0.64519,0.48566,1.01574,1.1375,1.15805,0.00045285,0.00045285,0.00045285
140,829.399,0.63458,0.50185,0.96611,0.56533,0.65473,0.63745,0.47599,1.01544,1.22084,1.15261,0.000445777,0.000445777,0.000445777
141,835.555,0.61599,0.50159,0.9595,0.77932,0.49528,0.6207,0.45451,1.04426,1.16574,1.21515,0.000438703,0.000438703,0.000438703
142,841.662,0.6135,0.49782,0.9423,0.57396,0.61798,0.5941,0.43838,0.99967,1.2597,1.17811,0.000431629,0.000431629,0.000431629
143,847.674,0.60325,0.50042,0.94375,0.53354,0.66381,0.59967,0.45387,1.00257,1.29521,1.17748,0.000424556,0.000424556,0.000424556
144,853.794,0.61154,0.48699,0.95185,0.5255,0.59898,0.58301,0.43608,1.04496,1.27802,1.19319,0.000417482,0.000417482,0.000417482
145,859.799,0.58742,0.47894,0.94661,0.62121,0.56966,0.57753,0.42042,1.06485,1.38771,1.20335,0.000410409,0.000410409,0.000410409
146,865.938,0.59969,0.46242,0.95033,0.59415,0.56324,0.59262,0.43862,1.05307,1.30815,1.21772,0.000403335,0.000403335,0.000403335
147,872.059,0.58474,0.476,0.94359,0.56013,0.61675,0.59102,0.43506,1.0407,1.23938,1.19821,0.000396262,0.000396262,0.000396262
148,878.18,0.58579,0.46135,0.9471,0.57822,0.61577,0.60195,0.44132,1.06678,1.29813,1.22678,0.000389188,0.000389188,0.000389188
149,884.384,0.62303,0.49076,0.9499,0.57611,0.61983,0.59954,0.44419,1.03105,1.29195,1.20028,0.000382115,0.000382115,0.000382115
150,891.475,0.59098,0.45858,0.9508,0.64886,0.58481,0.60375,0.44213,1.05206,1.22287,1.21731,0.000375041,0.000375041,0.000375041
151,899.265,0.59427,0.48647,0.9384,0.66906,0.57681,0.63963,0.49029,1.01185,1.14408,1.18922,0.000367967,0.000367967,0.000367967
152,906.8,0.5879,0.47671,0.94738,0.71739,0.53442,0.63567,0.47171,1.03417,1.19713,1.20332,0.000360894,0.000360894,0.000360894
153,914.288,0.60005,0.47442,0.9453,0.64044,0.54584,0.5924,0.44951,1.02985,1.28926,1.19575,0.00035382,0.00035382,0.00035382
154,921.793,0.57527,0.46557,0.94031,0.66813,0.52621,0.5861,0.44665,0.99235,1.32588,1.16078,0.000346747,0.000346747,0.000346747
155,929.345,0.57027,0.46202,0.94423,0.63795,0.56684,0.60224,0.45219,1.00889,1.27596,1.17781,0.000339673,0.000339673,0.000339673
156,936.944,0.53994,0.42368,0.92261,0.72062,0.51789,0.601,0.44664,1.04761,1.25868,1.21713,0.0003326,0.0003326,0.0003326
157,945.413,0.57381,0.4574,0.93943,0.60749,0.60538,0.59247,0.44439,1.02562,1.32357,1.19351,0.000325526,0.000325526,0.000325526
158,953.253,0.57887,0.46224,0.93978,0.58974,0.67059,0.62292,0.45945,1.04276,1.25266,1.19759,0.000318453,0.000318453,0.000318453
159,960.759,0.58,0.46342,0.94049,0.70501,0.52833,0.60113,0.44832,1.051,1.19202,1.20528,0.000311379,0.000311379,0.000311379
160,968.384,0.55797,0.43925,0.91707,0.62203,0.55697,0.59796,0.45402,1.01749,1.23962,1.16299,0.000304306,0.000304306,0.000304306
161,975.353,0.57024,0.46011,0.95181,0.6196,0.5694,0.59193,0.44716,0.98765,1.24146,1.14501,0.000297232,0.000297232,0.000297232
162,981.158,0.55989,0.44945,0.93267,0.61361,0.58317,0.60568,0.46959,0.99494,1.2549,1.13466,0.000290158,0.000290158,0.000290158
163,986.958,0.56773,0.44015,0.92839,0.69099,0.55569,0.60933,0.46511,1.01006,1.19785,1.1715,0.000283085,0.000283085,0.000283085
164,992.766,0.55646,0.45181,0.92726,0.722,0.51261,0.60468,0.45813,1.04641,1.172,1.22276,0.000276011,0.000276011,0.000276011
165,998.663,0.56208,0.46782,0.94389,0.56075,0.63225,0.59999,0.45203,1.07266,1.19133,1.26111,0.000268938,0.000268938,0.000268938
166,1004.57,0.56429,0.43871,0.94456,0.56945,0.65594,0.62224,0.47355,1.04392,1.2153,1.2015,0.000261864,0.000261864,0.000261864
167,1010.43,0.56938,0.44405,0.93509,0.65482,0.56794,0.63501,0.48222,1.02399,1.17527,1.17129,0.000254791,0.000254791,0.000254791
168,1016.31,0.53682,0.4201,0.92964,0.75876,0.54803,0.63659,0.48209,1.02445,1.15017,1.17127,0.000247717,0.000247717,0.000247717
169,1022.19,0.54768,0.43149,0.92764,0.81055,0.54373,0.63872,0.47772,1.02347,1.16062,1.16938,0.000240644,0.000240644,0.000240644
170,1028.04,0.54073,0.42465,0.93035,0.75372,0.53635,0.64098,0.47713,1.03753,1.19146,1.18822,0.00023357,0.00023357,0.00023357
171,1033.86,0.54937,0.4243,0.93662,0.63745,0.59931,0.63475,0.4738,1.03967,1.20458,1.19879,0.000226497,0.000226497,0.000226497
172,1039.7,0.54551,0.42619,0.92219,0.60505,0.5898,0.61739,0.46685,1.02275,1.23246,1.18839,0.000219423,0.000219423,0.000219423
173,1045.5,0.55604,0.44132,0.93685,0.65935,0.60082,0.63873,0.48367,1.00941,1.13335,1.17715,0.000212349,0.000212349,0.000212349
174,1051.33,0.51672,0.41032,0.92572,0.64941,0.62272,0.63626,0.47954,0.98904,1.10844,1.15874,0.000205276,0.000205276,0.000205276
175,1057.14,0.53524,0.4199,0.92692,0.59653,0.62193,0.62008,0.47239,0.99494,1.16468,1.15953,0.000198202,0.000198202,0.000198202
176,1062.97,0.55052,0.42456,0.93208,0.61804,0.58347,0.61372,0.46786,0.99542,1.2259,1.15525,0.000191129,0.000191129,0.000191129
177,1068.87,0.57034,0.46245,0.9419,0.63597,0.6165,0.61135,0.46942,0.99207,1.26662,1.16821,0.000184055,0.000184055,0.000184055
178,1074.75,0.53034,0.42299,0.92169,0.63534,0.60427,0.62731,0.47687,1.00685,1.22058,1.17736,0.000176982,0.000176982,0.000176982
179,1080.67,0.5361,0.42196,0.91427,0.67239,0.55885,0.62049,0.46891,1.01043,1.21069,1.18899,0.000169908,0.000169908,0.000169908
180,1086.51,0.53575,0.40607,0.92268,0.73294,0.52697,0.6169,0.46433,1.02083,1.203,1.208,0.000162835,0.000162835,0.000162835
181,1092.38,0.49859,0.40273,0.91472,0.7477,0.51785,0.62063,0.46929,0.99878,1.16337,1.19035,0.000155761,0.000155761,0.000155761
182,1098.26,0.50776,0.3917,0.90424,0.58839,0.64488,0.62591,0.47465,1.00942,1.17794,1.19086,0.000148687,0.000148687,0.000148687
183,1104.09,0.52673,0.41315,0.91875,0.70206,0.54735,0.62858,0.47795,1.0107,1.1986,1.19252,0.000141614,0.000141614,0.000141614
184,1109.97,0.5193,0.40773,0.92669,0.66522,0.57108,0.62142,0.47523,0.99942,1.20615,1.18517,0.00013454,0.00013454,0.00013454
185,1115.95,0.50376,0.39332,0.91758,0.72251,0.53004,0.6259,0.48129,0.9659,1.18301,1.15311,0.000127467,0.000127467,0.000127467
